,"Group name","Trophic level","Hab area (proportion)","Biomass in habitat area (t/km^2)","Biomass (t/km^2)","Total mortality (/year)","Production / biomass (/year)","Consumption / biomass (/year)","Ecotrophic Efficiency","Production / consumption (/year)","Biomass accumulation (t/km^2)","BA rate (/year)"
28,"Piscivorous birds",3.97785497,1.00000000,0.30000001,0.30000001,,0.16300000,120.000000,0.00000000,0.00135833,,
29,"Non-piscivorous seabirds",2.72936392,1.00000000,0.12100000,0.12100000,,0.51099998,120.000000,0.00000000,0.00425833,,
,"Blue crab YOY",,,,,,,,,,,
30,"Blue crab YOY",2.80041909,1.00000000,1.58022594,1.58022594,5.00000000,,12.0572395,0.87860900,0.41468859,,
31,"Blue crab adult",3.09256911,1.00000000,4.00000000,4.00000095,1.00000000,,4.00000000,0.88090831,0.25000000,,
,Oysters,,,,,,,,,,,
32,"Oyster YOY",2.00000000,1.00000000,3.27980995,3.27980995,6.00000000,,8.96482182,0.09620719,0.66928267,,
33,"Oyster 1+",2.08999991,1.00000000,20.3999996,20.3994999,0.15000001,,1.99981499,0.41376829,0.07500692,,
34,"Soft clam",2.08999991,1.00000000,6.92332697,6.92332697,,0.44999999,2.25000000,0.94999993,0.20000000,-0.69233268,-0.10000000
35,"Hard clam",2.00000000,1.00000000,2.62611294,2.62611294,,1.01999998,5.09999990,0.94999999,0.20000000,-0.26261130,-0.10000000
36,Ctenophores,3.47952008,1.00000000,3.40000010,3.40000010,,8.80000019,35.20000076,0.20459560,0.25000000,,
37,"Sea nettles",4.12621784,1.00000000,0.58300000,0.58300000,,5.00000000,20.00000000,0.00000000,0.25000000,,
38,Microzooplankton,2.00000000,1.00000000,6.23932695,6.23932695,,140.000000,350.00000000,0.94999993,0.40000001,,
39,Mesozooplankton,2.72000003,1.00000000,10.3000002,10.3000002,,25.0000000,83.33332825,0.95570040,0.30000001,,
40,"Other suspension feeders",2.00000000,1.00000000,6.00000000,6.00000000,,2.00000000,8.00000000,0.82290000,0.25000000,,
41,"Other in/epi fauna",2.10204101,1.00000000,66.67456818,66.67456818,,1.00000000,5.00000000,0.89999998,0.20000000,,
42,"Benthic algae",1.00000000,1.00000000,1.63341999,1.63341999,,80.0000000,,0.89999998,,,
43,SAV,1.00000000,0.021000000,419.000000,8.79899979,,5.11000013,,0.08377460,,,
44,Phytoplankton,1.00000000,1.00000000,27.0000000,27.0000000,,160.000000,,0.68615228,,,
45,Detritus,1.00000000,1.00000000,1.00000000,1.00000000,,,,0.03034441,,,
