,"Group name","Trophic level","Hab area (proportion)","Biomass in habitat area (t/km^2)","Biomass (t/km^2)","Total mortality (/year)","Production / biomass (/year)","Consumption / biomass (/year)","Ecotrophic Efficiency","Production / consumption (/year)","Biomass accumulation (t/km^2)","BA rate (/year)"
24,Monkfish,4.66194916,1.00000000,0.12500000,0.12500000,,1.24600005,4.00000000,0.93880808,0.31150001,,
25,Mullet,3.68969297,1.00000000,0.089000002,0.089000002,,0.57499999,2.74000001,0.82681137,0.20985401,,
26,"Other Large Gadoids",4.32328320,1.00000000,0.19400001,0.19400001,,0.49000001,1.95000005,0.99541020,0.25128201,,
27,"Other Small Demersal",3.57389307,1.00000000,0.54400003,0.54400003,,1.57000005,5.42100000,0.87245899,0.28961450,,
28,"Other Small Gadoids",3.40516901,1.00000000,1.02600002,1.02600002,,1.57000005,5.23500013,0.51699662,0.29990450,,
29,"Small Pelagic Planktivorous Fish",3.71764708,1.00000000,3.64299989,3.64299989,,0.72700000,6.51599979,0.52622211,0.11157150,,
30,"Small Sharks",4.05343008,1.00000000,0.28799999,0.28799999,,0.97200000,9.72000027,0.45530319,0.09999999,,
31,"Large Sharks",4.29302692,1.00000000,0.11506900,0.11506900,,0.31799999,3.18000007,0.00125127,0.10000000,,
32,"Skates and Rays",3.64938307,1.00000000,0.10300000,0.10300000,,1.60000002,16.00000000,0.65037388,0.10000000,,
33,"Epifaunal Macrobenthos",3.14639902,1.00000000,13.0000000,13.0000000,,1.66100001,8.30500031,0.58655322,0.20000000,,
34,"Epifaunal Mesobenthos",3.11154199,1.00000000,8.97483826,8.97483826,,2.06200004,9.37272739,0.98999989,0.22000000,,
35,"Infauna (Polycheate)",2.00000000,1.00000000,22.72635078,22.72635078,,3.68300009,12.27667046,0.98999989,0.30000001,,
36,"Infaunal Macrobenthos",2.81684399,1.00000000,8.00710487,8.00710487,,2.69499993,13.47500038,0.99000001,0.20000000,,
37,"Infaunal Mesobenthos",2.36707211,1.00000000,24.77273941,24.77273941,,2.55200005,11.60000038,0.99000001,0.22000000,,
38,"Lobster and Large Crabs",2.59071302,1.00000000,0.097999997,0.097999997,,0.78299999,5.21999979,0.90865493,0.15000001,,
39,Nephrops,2.82910895,1.00000000,0.34999999,0.34999999,,0.73000002,4.86666679,0.86748952,0.15000001,,
40,Cephalopods,3.30684400,1.00000000,0.25029820,0.25029820,,1.98099995,15.0000000,0.77175450,0.13206670,,
41,"Prawns and Shrimp",2.13932395,1.00000000,4.84659719,4.84659719,,0.95899999,6.39333296,0.98999977,0.15000001,,
42,"Sessile Epifauna",2.45996690,1.00000000,7.50000000,7.50000000,,2.06599998,10.32999992,0.98609883,0.20000000,,
43,Meiofauna,2.10988998,1.00000000,6.31398821,6.31398821,,18.4500008,61.50000000,0.99000001,0.30000001,,
44,"Gelatinous Zooplankton",2.69005394,1.00000000,5.43950510,5.43950510,,7.50000000,25.00000000,0.99000001,0.30000001,,
45,"Carnivorous Zooplankton",3.01452589,1.00000000,5.26073599,5.26073599,,10.00000000,33.33332825,0.99000001,0.30000001,,
46,"Omnivorous Zooplankton",2.61242509,1.00000000,10.31564999,10.31564999,,17.0000000,56.66666031,0.99000013,0.30000001,,
47,"Herbivorous Zooplankton",2.01719093,1.00000000,19.77895927,19.77895927,,18.0000000,60.00000000,0.98999977,0.30000001,,
48,Seaweed,1.00000000,1.00000000,75.0000000,75.0000000,,60.0000000,,0.00168453,,,
49,Microflora,1.00000000,1.00000000,3.92000008,3.92000008,,587.000000,,0.17894970,,,
50,Phytoplankton,1.00000000,1.00000000,9.66741371,9.66741371,,152.500000,,0.62284052,,,
51,"Particulate Organic Matter",1.00000000,1.00000000,50.0000000,50.0000000,,,,0.07498194,,,
52,"Dissolved Organic Matter",1.00000000,1.00000000,50.0000000,50.0000000,,,,0.11825440,,,
53,Discards,1.00000000,1.00000000,0.19300000,0.19300000,,,,0.62711662,,,
