,"Group name","Trophic level","Hab area (proportion)","Biomass in habitat area (t/km^2)","Biomass (t/km^2)","Total mortality (/year)","Production / biomass (/year)","Consumption / biomass (/year)","Ecotrophic Efficiency","Production / consumption (/year)","Biomass accumulation (t/km^2)","BA rate (/year)"
41,"shelf crustaceans",2.09999990,0.81000000,9.92000008,8.03520012,,2.40000010,12.0000000,0.79654562,0.20000000,,
42,"shelf other inverts",2.10204005,0.81000000,21.2500000,17.2124996,,1.79999995,9.00000000,0.22375610,0.20000000,,
43,"shelf meiobenthos",2.00000000,0.81000000,11.0000000,8.90999985,,9.00000000,99.99999237,0.25306961,0.090000004,,
44,mesozooplankton,2.00000000,0.81000000,68.0000000,55.0800018,,24.0000000,112.000000,0.14552400,0.21428570,,
45,macrozooplankton,2.40206194,0.81000000,4.21000004,3.41009998,,4.30000019,17.0000000,0.72758788,0.25294119,,
46,"BA mesozooplankton",2.00000000,0.19000000,9.64338589,1.83224297,,24.0000000,112.000000,0.80000001,0.21428570,,
47,"BA macrozooplankton",2.40425491,0.19000000,13.70676041,2.60428405,,4.30000019,17.0000000,0.80000007,0.25294119,,
48,"BA phytoplankton",1.00000000,0.19000000,30.9799995,5.88619995,,100.0000000,,0.42842820,,,
49,phytoplankton,1.00000000,0.81000000,83.7300034,67.8212967,,100.0000000,,0.85195851,,,
50,"algae and eelgrass",1.00000000,0.44910309,1222.00000,548.804016,,4.05999994,,0.01400390,,,
51,Detritus,1.00000000,1.00000000,560.000000,560.000000,,,,0.46290520,,,
