,"Group name","Trophic level","Hab area (proportion)","Biomass in habitat area (t/km^2)","Biomass (t/km^2)","Total mortality (/year)","Production / biomass (/year)","Consumption / biomass (/year)","Ecotrophic Efficiency","Production / consumption (/year)","Biomass accumulation (t/km^2)","BA rate (/year)"
38,"Juv Groupers",3.74774790,1.00000000,0.10850000,0.10850000,,1.74000001,6.59880018,0.73347813,0.26368430,,
39,"Kingfish (sciaenid)",3.11204791,1.00000000,0.99106002,0.99106002,,1.15999997,6.92030001,0.53688931,0.16762280,,
40,Spot,3.27431297,1.00000000,1.04480004,1.04480004,,1.47000003,8.73040009,0.66123283,0.16837721,,
41,Pinfish,2.61770511,1.00000000,3.18670011,3.18670011,,2.37599993,10.3455000,0.95737618,0.22966510,,
42,Mojarra,3.35727096,1.00000000,2.15485311,2.15485311,,1.32000005,9.28940010,0.94999999,0.14209740,,
43,Catfish,3.31994200,1.00000000,2.82529998,2.82529998,,0.77999997,5.01140022,0.15859440,0.15564510,,
44,Rays,3.19050908,1.00000000,3.65639997,3.65639997,,0.52999997,6.01970005,0.24801120,0.08804425,,
45,"other small demersals",3.31568599,1.00000000,3.78660011,3.78660011,,3.18000007,9.92000008,0.44403321,0.32056451,,
46,Needlefish,3.62878108,1.00000000,1.05980003,1.05980003,,1.97000003,7.76569986,0.05258530,0.25367969,,
47,"small carangids",3.12311792,1.00000000,1.63118994,1.63118994,,2.07999992,9.06659985,0.51184553,0.22941341,,
48,Menhaden,2.58142996,1.00000000,1.35186899,1.35186899,,2.95830011,10.0965004,0.94999999,0.29300249,,
49,Clupeids,2.88676691,1.00000000,4.99248695,4.99248695,,3.25410008,10.4159002,0.94999999,0.31241661,,
50,Silversides,2.97498202,1.00000000,0.93807578,0.93807578,,3.60999990,15.6948004,0.94999999,0.23001251,,
51,Anchovies,2.78244805,1.00000000,2.94281793,2.94281793,,3.73000002,15.9066000,0.94999999,0.23449390,,
52,"killifish and livebeares",3.17076111,1.00000000,1.69447696,1.69447696,,3.34999990,16.2628002,0.94999999,0.20599160,,
53,Gobies,3.13132000,1.00000000,0.46790940,0.46790940,,3.88000011,19.7744999,0.94999999,0.19621231,,
,"Blue Crab",,,,,,,,,,,
54,"juv Blue Crab",3.11231804,1.00000000,0.69894111,0.69894111,3.87199998,,15.8381996,0.88557023,0.24447221,,
55,"Blue Crab",3.42111492,1.00000000,1.06719995,1.06719995,1.89999998,,7.99999189,0.74591893,0.23750021,,
,Shrimp,,,,,,,,,,,
56,"juv Shrimp",2.51576591,1.00000000,0.47022429,0.47022429,7.00000000,,29.3510704,0.90448779,0.23849221,,
57,Shrimp,2.99224901,1.00000000,1.80729997,1.80729997,3.50000000,,14.7000103,0.95989221,0.23809510,,
58,"Caridean Shrimp",2.45735002,1.00000000,2.56012607,2.56012607,,5.47499990,18.2500000,0.98999989,0.30000001,,
59,bivalves,2.10109997,1.00000000,82.1345978,82.1345978,,3.58049989,9.50000000,0.28050429,0.37689471,,
60,echinoderms,2.31841302,1.00000000,12.7229996,12.7229996,,1.76520002,4.66559982,0.15169629,0.37834361,,
61,gastropods,2.15741396,1.00000000,17.0828991,17.0828991,,3.71889997,9.36670017,0.43062070,0.39703420,,
62,"larger benthic crustaceans",2.53324389,1.00000000,15.5972996,15.5972996,,4.68900013,17.3939991,0.78481609,0.26957569,,
63,"small benthic crustaceans",2.33530903,1.00000000,16.1283207,16.1283207,,9.52540016,24.4260006,0.95596677,0.38996971,,
64,"predatory worms",3.01355791,1.00000000,12.8723001,12.8723001,,4.37220001,11.1300001,0.34939200,0.39283019,,
65,"Susp./Deposit feeding worms",2.09999990,1.00000000,14.2261000,14.2261000,,5.83059978,15.1049995,0.72513771,0.38600460,,
66,"Sessile Filter Feeders",2.08751988,1.00000000,39.6483994,39.6483994,,1.62070000,8.28540039,0.49671459,0.19560909,,
67,Mesoplankton,2.50332808,1.00000000,5.48460007,5.48460007,,17.2999992,60.0000000,0.49058291,0.28833330,,
68,Holoplankton,2.05492711,1.00000000,17.2751999,17.2751999,,17.3332996,57.7776985,0.84823412,0.29999980,,
69,Bacteria,2.00000000,1.00000000,70.4304962,70.4304962,,119.000000,280.635590,0.04004154,0.42403749,,
70,Phytoplankton,1.00000000,1.00000000,51.8446999,51.8446999,,218.579803,,0.10091590,,,
71,"Sea Grass",1.00000000,1.00000000,239.182205,239.182205,,10.2230997,,0.03057550,,,
72,"Macro and Microalgae",1.00000000,1.00000000,88.9376984,88.9376984,,19.8694992,,0.86317247,,,
73,DOC,1.00000000,1.00000000,146.092194,146.092194,,,,0.94428629,,,
74,Detritus,1.00000000,1.00000000,551.744995,551.744995,,,,0.65648240,,,
