,"Group name","Trophic level","Hab area (proportion)","Biomass in habitat area (t/km^2)","Biomass (t/km^2)","Total mortality (/year)","Production / biomass (/year)","Consumption / biomass (/year)","Ecotrophic Efficiency","Production / consumption (/year)","Biomass accumulation (t/km^2)","BA rate (/year)"
24,"Small lutjanids",3.76921797,0.079999998,0.82336652,0.065869316,,0.40000001,5.88000011,0.88908118,0.06802721,,
25,Serranids,3.82882905,0.079999998,0.84615397,0.067692317,,0.31999999,3.29999995,0.87848592,0.09696969,,
26,Tuskfish,3.35958505,0.30000001,2.01538491,0.60461551,,1.11000001,9.18000031,0.87044108,0.12091500,,
27,Saurids,3.72250009,0.30000001,0.67692298,0.20307690,,0.74000001,7.09999990,0.83281279,0.10422540,,
28,Nemipterids,3.55963206,0.30000001,1.37691998,0.41307601,,0.89999998,10.0200005,0.95727259,0.08982036,,
29,Herbivores,2.00504303,0.30000001,7.84615707,2.35384703,,1.70000005,9.69999981,0.89977992,0.17525770,,
30,"Small reef fish",2.92911601,0.30000001,8.15384674,2.44615412,,2.70000005,18.0000000,0.76438349,0.15000001,,
31,"Tuna and billfish",3.62367797,0.64999998,0.013697030,0.0089030694,,1.24500000,12.6999998,0.20546129,0.09803150,,
32,"Reef Associated Pelagics",2.60080695,0.40000001,2.38000011,0.95200008,,3.00000000,28.0270004,0.89073282,0.10703960,,
33,"Small pelagics",2.58550501,0.64999998,2.39005589,1.55353606,,3.00000000,28.0270004,0.83057189,0.10703960,,
34,Squid,3.20601892,0.64999998,1.19692302,0.77799988,,4.59100008,15.1999998,0.53139991,0.30203950,,
35,Octopus,2.88475299,0.30000001,3.84615302,1.15384603,,4.59100008,15.1000004,0.87087011,0.30403969,,
36,Kingprawn,2.56090093,0.15000001,2.74038506,0.41105780,,7.57000017,37.9000015,0.55198991,0.19973610,,
37,Bananaprawn,2.88748288,0.15000001,1.48076904,0.22211540,,7.57000017,37.9000015,0.97193879,0.19973610,,
38,Lobster,2.43073797,0.30000001,2.08076906,0.62423068,,5.09999990,20.0000000,0.89097869,0.25500000,,
39,Crabs,2.56595612,0.30000001,3.92307711,1.17692304,,5.09999990,20.0000000,0.95444238,0.25500000,,
40,Shells,2.46660399,0.30000001,3.16700006,0.95010012,,3.90000010,10.00000000,0.56290352,0.38999999,,
41,Urchins,2.00000000,0.30000001,5.16341686,1.54902506,,3.58699989,8.00000000,0.75923061,0.44837499,,
42,Benthos,2.00266790,0.75000000,8.17000103,6.12750101,,15.0000000,300.000000,0.58019167,0.05000000,,
,Coral,,,,,,,,,,,
43,"Lg Coral",2.55047798,0.079999998,27.8333397,2.22666597,0.12000000,,12.0000000,0.71111578,0.01000000,,
44,"Sm Coral",2.25251198,0.079999998,4.72968483,0.37837470,0.89999998,,27.8359394,0.80280107,0.03233230,,
45,"Coral Spawn",2.00000000,0.079999998,0.0001698415,0.0000135873,5.50000000,,532.019287,0.44913781,0.01033797,,
46,Zooplankton,2.01005101,0.80000001,6.09999990,4.88000011,,45.0009995,165.000000,0.46862581,0.27273330,,
47,"Buffell grass",1.00000000,0.25000000,43.1090012,10.7772503,,13.2500000,,0.00144068,,,
48,"Native grass",1.00000000,0.25000000,132.108994,33.0272484,,13.2500000,,0.01363152,,,
49,Macrophytes,1.00000000,0.25000000,35.1090088,8.77725220,,13.2500000,,0.35577160,,,
50,Phytoplankton,1.00000000,0.75000000,25.5149994,19.1362495,,70.0000000,,0.75497133,,,
51,Litter,1.00000000,1.00000000,15.0000000,15.0000000,,,,0.01010649,,,
52,Discards,1.00000000,1.00000000,5.00000000,5.00000000,,,,0.01561815,,,
53,Detritus,1.00000000,1.00000000,70.0000000,70.0000000,,,,0.91672838,,,
