Year,Group,Type,Stdev,SE,Value,Scale,CV,Species,Loc,n,Source
2005,copepods,NA,699167062.5,NA,1398334125,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2006,copepods,NA,234507351,NA,469014702,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2007,copepods,NA,250030072,NA,500060144,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2008,copepods,NA,180364280,NA,360728560,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2009,copepods,NA,167100266,NA,334200532,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2010,copepods,NA,280324943.5,NA,560649887,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2011,copepods,NA,132320234,NA,264640468,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2012,copepods,NA,174852642.5,NA,349705285,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2013,copepods,NA,286580686,NA,573161372,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2014,copepods,NA,1341332014,NA,2682664028,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2015,copepods,NA,929523520,NA,1859047040,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2016,copepods,NA,932764041.5,NA,1865528083,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2017,copepods,NA,569481013,NA,1138962026,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2018,copepods,NA,1120447834,NA,2240895667,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2019,copepods,NA,1654412848,NA,3308825695,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2021,copepods,NA,735711517,NA,1471423034,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2022,copepods,NA,1385799258,NA,2771598516,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2023,copepods,NA,689027641,NA,1378055282,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2024,copepods,NA,576377594.5,NA,1152755189,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
2025,copepods,NA,615943936.5,NA,1231887873,0.00000188,0.5,copepods_summed,ebs,NA,foci_spring_abundance
1993,euphausiids,NA,407956.1404,0.414383886,984488.4276,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
1994,euphausiids,NA,200955.8811,0.580654251,346085.2663,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
1995,euphausiids,NA,270812.8247,0.361881217,748347.2808,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
1996,euphausiids,NA,1658031.982,1.294615843,1280713.496,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
1997,euphausiids,NA,164296.2036,0.390431065,420807.201,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
1998,euphausiids,NA,461486.0978,0.428363483,1077323.619,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
1999,euphausiids,NA,234510.9467,0.391884041,598419.2315,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2000,euphausiids,NA,196148.2723,0.411933124,476165.3308,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2002,euphausiids,NA,736064.0747,1.20237032,612177.5151,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2003,euphausiids,NA,51400.73397,0.437144914,117582.8251,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2004,euphausiids,NA,36801.01683,0.889321984,41380.98179,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2005,euphausiids,NA,71725.2102,0.863612125,83052.57432,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2006,euphausiids,NA,290351.3221,0.347512457,835513.422,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2007,euphausiids,NA,150794.0072,0.236917007,636484.519,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2008,euphausiids,NA,119848.9871,0.358977623,333861.9999,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2009,euphausiids,NA,150661.7652,0.287838402,523424.825,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2010,euphausiids,NA,66851.62323,0.32364501,206558.4859,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2011,euphausiids,NA,86804.25472,0.423254978,205087.3805,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2012,euphausiids,NA,132955.4936,0.233985894,568220.1237,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2013,euphausiids,NA,352197.6799,0.444581443,792200.5865,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2014,euphausiids,NA,80623.70198,0.245877042,327902.5212,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2015,euphausiids,NA,137605.5618,0.439514049,313085.6956,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2016,euphausiids,NA,74307.9024,0.229058158,324406.2689,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2017,euphausiids,NA,342974.812,0.434463979,789420.5932,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2018,euphausiids,NA,124562.3139,0.198300661,628148.7579,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2019,euphausiids,NA,224586.68,0.445596592,504013.4597,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2021,euphausiids,NA,187239.3621,0.356158826,525718.72,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2022,euphausiids,NA,357968.3508,0.447313679,800262.4726,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2023,euphausiids,NA,254317.5573,0.405558108,627080.4412,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2024,euphausiids,NA,308263.5042,0.346096178,890687.3979,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
2025,euphausiids,NA,331569.3772,0.507183419,653746.4845,0.00000188,NA,euphausiids,ebs,NA,foci_spring_abundance
