,"Group name","Trophic level","Hab area (proportion)","Biomass in habitat area (t/km^2)","Biomass (t/km^2)","Total mortality (/year)","Production / biomass (/year)","Consumption / biomass (/year)","Ecotrophic Efficiency","Production / consumption (/year)","Biomass accumulation (t/km^2)","BA rate (/year)"
44,CoP,3.58734202,1.00000000,0.075400002,0.075400002,,1.64999998,9.50000000,0.93253171,0.17368419,,
45,ST,3.34122705,1.00000000,0.24150001,0.24150001,,1.79999995,10.1999998,0.65634000,0.17647059,,
46,OcP,3.74170899,1.00000000,0.11750000,0.11750000,,1.34000003,6.19999981,0.99348259,0.21612900,,
47,BeP,3.70250702,1.00000000,0.13500001,0.13500001,,1.53999996,6.19999981,0.98104382,0.24838710,,
48,ReP,3.58141899,1.00000000,0.10880000,0.10880000,,1.32000005,7.00000000,0.63565773,0.18857139,,
49,ReIF,3.07374406,1.00000000,0.56500000,0.56500000,,2.79999995,12.5000000,0.57826817,0.22400001,,
50,DCIF,2.99643707,1.00000000,1.08500004,1.08500004,,3.00000000,14.1999998,0.54749018,0.21126761,,
51,RD,3.52850199,1.00000000,0.14000000,0.14000000,,1.60000002,8.50000000,0.26696241,0.18823530,,
52,BCIF,3.03837109,1.00000000,1.02550006,1.02550006,,3.09999990,15.6000004,0.40216321,0.19871791,,
53,TLF,3.47334194,1.00000000,0.085900001,0.085900001,,1.79999995,10.00000000,0.08926036,0.18000001,,
54,GTR,2.96618390,1.00000000,0.089199997,0.089199997,,2.00000000,15.1000004,0.10418030,0.13245030,,
55,CoO,2.90206003,1.00000000,0.34999999,0.34999999,,2.59999990,17.6000004,0.92284173,0.14772730,,
56,ReO,2.80385208,1.00000000,0.31999999,0.31999999,,2.70000005,22.2000008,0.95248908,0.12162160,,
57,SRF,3.11827898,1.00000000,0.22900000,0.22900000,,2.70000005,11.6999998,0.71613318,0.23076920,,
58,LOP,3.41473603,1.00000000,0.15400000,0.15400000,,0.60000002,11.0000000,0.22101641,0.05454546,,
59,OPL,3.43399310,1.00000000,0.31999999,0.31999999,,2.40000010,11.6999998,0.81684619,0.20512819,,
60,SHS,3.02106309,1.00000000,1.10000002,1.10000002,,2.65000010,12.1000004,0.64030552,0.21900830,,
61,MEN,2.52619004,1.00000000,1.07000005,1.07000005,,2.70000005,13.8999996,0.71499872,0.19424459,,
62,ASK,2.92805791,1.00000000,1.39800000,1.39800000,,3.50000000,15.8999996,0.40362689,0.22012579,,
63,MUL,2.45773292,1.00000000,0.55000001,0.55000001,,3.09999990,19.3999996,0.26504970,0.15979379,,
64,BUT,2.91946197,1.00000000,0.49500000,0.49500000,,3.50000000,12.5000000,0.09048315,0.28000000,,
65,CPH,3.30054688,1.00000000,1.38000000,1.38000000,,3.50000000,13.6999998,0.99616623,0.25547439,,
66,SHP,2.77005291,1.00000000,2.40000010,2.40000010,,3.79999995,19.2000008,0.91290289,0.19791670,,
67,CRB,3.14470005,1.00000000,2.22000003,2.22000003,,3.00000000,10.5000000,0.99493229,0.28571430,,
68,SEP,2.01232600,1.00000000,20.0000000,20.0000000,,5.00000000,17.0000000,0.54282397,0.29411769,,
69,MEP,2.37507296,1.00000000,15.0000000,15.0000000,,6.00000000,27.0000000,0.98863482,0.22222219,,
70,ZOO,2.21592212,1.00000000,13.0000000,13.0000000,,10.00000000,40.0000000,0.99948752,0.25000000,,
71,INF,2.04535794,1.00000000,18.5000000,18.5000000,,6.00000000,22.0000000,0.97515959,0.27272731,,
72,ALG,1.00000000,1.00000000,29.7999992,29.7999992,,27.5000000,,0.08342233,,,
73,SGR,1.00000000,1.00000000,150.000000,150.000000,,25.0000000,,0.01040472,,,
74,PHY,1.00000000,1.00000000,25.0000000,25.0000000,,160.000000,,0.20754290,,,
75,Detritus,1.00000000,1.00000000,100.0000000,100.0000000,,,,0.06822944,,,
