,"Group name","Trophic level","Hab area (proportion)","Biomass in habitat area (t/km^2)","Biomass (t/km^2)","Total mortality (/year)","Production / biomass (/year)","Consumption / biomass (/year)","Ecotrophic Efficiency","Production / consumption (/year)","Biomass accumulation (t/km^2)","BA rate (/year)"
15,"adult largemouth bass",2.88763094,1.00000000,0.092699997,0.092699990,0.60000002,,2.81399989,0.45416749,0.21321970,,
,sturgeon,,,,,,,,,,,
16,"juvenile gulf sturgeon",2.61810088,1.00000000,0.0018100000,0.0018100000,2.00000000,,15.0761003,0.00000004,0.13266030,,
17,"adult gulf sturgeon",2.61810088,1.00000000,0.0001768451,0.0001768451,0.15000001,,2.09997296,0.00000000,0.07142950,,
,"blue catfish",,,,,,,,,,,
18,"juvenile blue catfish",2.54250002,1.00000000,0.036565699,0.036565699,2.00000000,,10.6145201,0.71978951,0.18842110,,
19,"adult blue catfish",2.95527005,1.00000000,0.0013576680,0.0013576680,0.80000001,,3.29999590,0.69097412,0.24242450,,
,"sea catfish",,,,,,,,,,,
20,"juvenile sea catfish",2.30251002,1.00000000,0.017515119,0.017515119,2.00000000,,10.8003101,0.26982790,0.18517990,,
21,"adult sea catfish",2.77673292,1.00000000,0.15588240,0.15588230,0.80000001,,3.30000091,0.29299259,0.24242410,,
,"grey snapper",,,,,,,,,,,
22,"juvenile grey snapper",2.65191007,1.00000000,0.023499999,0.023499999,3.00000000,,8.52454853,0.13478351,0.35192481,,
23,"adult grey snapper",3.30938411,1.00000000,0.0002059886,0.0002059886,0.60000002,,2.00000095,0.86470348,0.29999989,,
,croaker,,,,,,,,,,,
24,"juvenile croaker",2.81800008,1.00000000,0.18944541,0.18944541,2.00000000,,20.0349293,0.60002422,0.09982566,,
25,"adult Atlantic croaker",2.65303302,1.00000000,1.15804303,1.15804303,1.50000000,,8.02269840,0.11958470,0.18696950,,
,sheepshead,,,,,,,,,,,
26,"juvenile sheepshead",2.73294497,1.00000000,0.076331422,0.076331422,2.00000000,,14.6482601,0.81900942,0.13653500,,
27,"adult sheepshead",3.10990500,1.00000000,0.039502401,0.039502401,0.41700000,,5.90000200,0.91078669,0.07067794,,
,flounder,,,,,,,,,,,
28,"juvenile southern flounder",2.67171001,1.00000000,0.0064699999,0.0064699999,2.00000000,,13.3074903,0.65776902,0.15029129,,
29,"adult southern flounder",3.33058095,1.00000000,0.0058755521,0.0058755521,0.41700000,,4.50004292,0.73746699,0.09266577,,
,spot,,,,,,,,,,,
30,"juvenile spot",2.56550002,1.00000000,0.11886170,0.11886170,2.00000000,,15.0361795,0.14560319,0.13301250,,
31,"adult spot",2.32476997,1.00000000,0.093529403,0.093529388,1.10000002,,7.19999886,0.76100218,0.15277781,,
,pinfish,,,,,,,,,,,
32,"juvenile pinfish",2.26973391,1.00000000,0.0009442392,0.0009442392,1.01900005,,19.1861897,0.04124802,0.05311112,,
33,"adult pinfish",2.11823201,1.00000000,0.0088646999,0.0088646971,0.30000001,,8.00000381,0.75506818,0.03749998,,
,"silver perch",,,,,,,,,,,
34,"juvenile silver perch",3.00773191,1.00000000,0.021773700,0.021773700,3.70000005,,17.3121796,0.26977280,0.21372239,,
35,"adult silver perch",3.00773191,1.00000000,0.024300540,0.024300540,1.39999998,,9.00000000,0.59986812,0.15555550,,
36,"juvenile menhaden",3.00000000,1.00000000,0.13834091,0.13834091,,2.29999995,19.3754501,0.05470329,0.11870690,,
37,"adult gulf menhaden",2.01999998,1.00000000,0.52398622,0.52398622,,1.89999998,8.09999466,0.86025089,0.23456810,,
,mullet,,,,,,,,,,,
38,"juvenile striped mullet",2.72064209,1.00000000,0.37955999,0.37955999,2.40000010,,32.9694710,0.21793990,0.07279462,,
39,"adult striped mullet",2.00000000,1.00000000,1.44272697,1.44272697,0.80000001,,12.2799997,0.12350340,0.06514658,,
,"threadfin shad",,,,,,,,,,,
40,"juvenile threadfin shad",2.00000000,1.00000000,0.054961529,0.054961529,3.00000000,,17.7900105,0.06538183,0.16863400,,
41,"adult threadfin shad",2.00000000,1.00000000,0.017999999,0.018000010,2.52999997,,8.19999504,0.15478860,0.30853680,,
,"gizzard shad",,,,,,,,,,,
42,"juvenile gizzard shad",2.00000000,1.00000000,0.0011496120,0.0011496120,3.00000000,,17.7900105,0.03794814,0.16863400,,
43,"adult gizzard shad",2.00000000,1.00000000,0.0003765000,0.0003765000,2.52999997,,8.19999790,0.13739710,0.30853659,,
,sunfish,,,,,,,,,,,
44,"juvenile sunfishes",2.90000010,1.00000000,0.0003924000,0.0003924000,2.00000000,,16.4564400,0.36085069,0.12153300,,
45,"adult sunfishes",2.68194389,1.00000000,0.0093310196,0.0093310196,0.80000001,,4.96600485,0.37937379,0.16109531,,
,anchovy,,,,,,,,,,,
46,"juvenile bay anchovy",2.95797896,1.00000000,0.13162901,0.13162901,3.00000000,,39.7792397,0.23862500,0.07541622,,
47,"adult bay anchovy",2.78728199,1.00000000,0.17214669,0.17214669,2.52999997,,19.3999996,0.39731461,0.13041240,,
48,killifishes,2.61729407,1.00000000,0.10767140,0.10767140,,2.52999997,19.3999996,0.49240541,0.13041240,,
49,silversides,2.55100012,1.00000000,0.64814389,0.64814389,,2.29999995,19.3999996,0.85219568,0.11855670,,
,"blue crab",,,,,,,,,,,
50,"juvenile blue crab",2.37116790,1.00000000,0.44348341,0.44348341,3.00000000,,17.0365391,0.17915770,0.17609210,,
51,"adult blue crab",2.43832588,1.00000000,0.56325650,0.56325650,2.40000010,,8.50000381,0.55392939,0.28235281,,
,"brown shrimp",,,,,,,,,,,
52,"juvenile brown shrimp",2.04999995,1.00000000,0.14186300,0.14186300,4.88500023,,66.6505890,0.09153905,0.07329268,,
53,"adult brown shrimp",2.16100001,1.00000000,8.92916584,8.92916584,2.40000010,,18.8733196,0.04202013,0.12716360,,
,"white shrimp",,,,,,,,,,,
54,"juvenile white shrimp",2.04999995,1.00000000,0.063213304,0.063213304,4.88500023,,66.6505814,0.20543151,0.07329269,,
55,"adult white shrimp",2.16100001,1.00000000,3.97878289,3.97878289,2.40000010,,18.8733196,0.05470630,0.12716360,,
56,"other shrimp",2.20199990,1.00000000,0.010100000,0.010100000,,7.75699997,26.7000008,0.97611618,0.29052430,,
,oysters,,,,,,,,,,,
57,"oyster spat",2.00000000,1.00000000,0.035574552,0.035574552,2.00000000,,40.0053711,0.03196837,0.04999329,,
58,"seed oyster",2.04999995,1.00000000,1.20061398,1.20061398,1.79999995,,14.6506300,0.62468863,0.12286160,,
59,"sack oyster",2.04999995,1.00000000,0.68500000,0.68499988,2.40000010,,10.00000000,0.83942842,0.23999999,,
60,"oyster drill",2.24453807,1.00000000,1.50000000,1.50000000,,4.50000000,18.0000000,0.23844740,0.25000000,,
61,"grass shrimp",2.04999995,1.00000000,0.44643101,0.44643101,,4.50000000,18.0000000,0.84893757,0.25000000,,
62,"mud crabs",2.00005007,1.00000000,1.00000000,1.00000000,,4.50000000,18.0000000,0.99304372,0.25000000,,
63,Zoobenthos,2.00000000,1.00000000,3.00000000,3.00000000,,4.50000000,22.0000000,0.75169671,0.20454550,,
64,"benthic crustaceans",2.04999995,1.00000000,3.00000000,3.00000000,,4.50000000,22.0000000,0.95534819,0.20454550,,
65,mollusks,2.00000000,1.00000000,4.03335905,4.03335905,,4.50000000,22.0000000,0.43919131,0.20454550,,
66,Zooplankton,2.00000000,1.00000000,4.12400007,4.12400007,,28.7719994,84.8700027,0.44220161,0.33901259,,
67,Phytoplankton,1.00000000,1.00000000,12.8381004,12.8381004,,101.702003,,0.32397410,,,
68,"Benthic algae",1.00000000,1.00000000,29.7779999,29.7779999,,3.90899992,,0.70671672,,,
69,SAV,1.00000000,1.00000000,9.77799988,9.77799988,,9.01399994,,0.67335248,,,
70,Detritus,1.00000000,1.00000000,100.0000000,100.0000000,,,,0.27004239,,,
