,"Group name","Trophic level","Hab area (proportion)","Biomass in habitat area (t/km^2)","Biomass (t/km^2)","Total mortality (/year)","Production / biomass (/year)","Consumption / biomass (/year)","Ecotrophic Efficiency","Production / consumption (/year)","Biomass accumulation (t/km^2)","BA rate (/year)"
,Saithe,,,,,,,,,,,
19,"Juvenile Saithe (0-3, 0-40cm)",4.02406883,1.00000000,0.13950761,0.13950761,1.00000000,,8.28854465,0.46637520,0.12064840,,
20,"Saithe (adult)",4.33946896,1.00000000,0.22000000,0.22000000,0.94999999,,3.59999990,0.63320291,0.26388890,,
21,Hake,4.90319777,1.00000000,0.014000000,0.014000000,,0.81999999,2.20000005,0.68748450,0.37272730,,
22,"Blue whiting",4.09580421,1.00000000,0.079999998,0.079999998,,2.50000000,9.06000042,0.89376068,0.27593821,,
23,"Norway pout",3.58945608,1.00000000,1.39400005,1.39400005,,2.20000005,5.05000019,0.75048321,0.43564361,,
24,"Other gadoids (large)",4.51712084,1.00000000,0.05116986,0.05116986,,1.26999998,3.20000005,0.94999999,0.39687499,,
25,"Other gadoids (small)",3.82529998,1.00000000,0.20224990,0.20224990,,2.29999995,6.00000000,0.94999981,0.38333330,,
26,Monkfish,4.82619095,1.00000000,0.041999999,0.041999999,,0.69999999,1.89999998,0.85420120,0.36842099,,
27,Gurnards,4.44566584,1.00000000,0.077000000,0.077000000,,0.81999999,3.20000005,0.62523758,0.25624999,,
,Herring,,,,,,,,,,,
28,"Herring (juvenile 0, 1)",3.42214608,1.00000000,0.085414097,0.085414097,1.30999994,,12.5078497,0.97972691,0.10473420,,
29,"Herring (adult)",3.43756104,1.00000000,1.96599996,1.96599996,0.80000001,,4.33999920,0.70710248,0.18433180,,
30,Sprat,2.95940590,1.00000000,0.57900000,0.57900000,,2.27999997,6.00000000,0.83981842,0.38000000,,
31,Mackerel,3.89503694,1.00000000,1.72000003,1.72000003,,0.60000002,1.73000002,0.63761508,0.34682080,,
32,"Horse mackerel",4.27900982,1.00000000,0.57900000,0.57900000,,1.20000005,3.50999999,0.36081719,0.34188041,,
33,Sandeels,3.34555006,1.00000000,3.12199998,3.12199998,,2.27999997,10.1000004,0.75831968,0.22574259,,
34,Plaice,3.99058509,1.00000000,0.70300001,0.70300001,,0.85000002,3.42000008,0.69836330,0.24853800,,
35,Dab,4.01080179,1.00000000,3.00000000,3.00000000,,0.67199999,3.35999990,0.21782240,0.20000000,,
36,"Long-rough dab",4.18130684,1.00000000,0.34999999,0.34999999,,0.69999999,3.40000010,0.54458392,0.20588230,,
37,Flounder,4.38380623,1.00000000,0.25000000,0.25000000,,1.10000002,3.20000005,0.28049549,0.34375000,,
38,Sole,3.99900794,1.00000000,0.15800001,0.15800001,,0.80000001,3.09999990,0.91476452,0.25806451,,
39,"Lemon sole",3.93923903,1.00000000,0.30500001,0.30500001,,0.86400002,4.32000017,0.24508460,0.20000000,,
40,Witch,4.04675722,1.00000000,0.082000002,0.082000002,,0.89999998,3.00000000,0.43120220,0.30000001,,
41,"Turbot and brill",4.53577280,1.00000000,0.054000001,0.054000001,,0.86000001,2.29999995,0.14099950,0.37391299,,
42,Megrim,4.45817709,1.00000000,0.034000002,0.034000002,,0.72000003,3.09999990,0.25037700,0.23225810,,
43,Halibut,4.51468182,1.00000000,0.033000000,0.033000000,,0.16000000,3.14000010,0.25821429,0.05095541,,
44,Dragonets,3.97989702,1.00000000,0.045000002,0.045000002,,1.50000000,6.00000000,0.86071903,0.25000000,,
45,"Catfish (Wolf-fish)",4.27576113,1.00000000,0.014000000,0.014000000,,0.47999999,1.70000005,0.79234540,0.28235289,,
46,"Large demersal fish",4.20922995,1.00000000,0.01698435,0.01698435,,0.55000001,2.53999996,0.89999998,0.21653540,,
47,"Small demersal fish",4.21211004,1.00000000,0.36617449,0.36617449,,1.41999996,3.70000005,0.98000002,0.38378379,,
48,"Miscellaneous filterfeeding pelagic fish",3.43330908,1.00000000,0.02968085,0.02968085,,4.00000000,10.1899996,0.98000002,0.39254171,,
49,"Squid & cuttlefish",3.82933211,1.00000000,0.079999998,0.079999998,,4.50000000,20.0000000,0.89895481,0.22499999,,
50,"Fish larvae",2.84554505,1.00000000,0.33193189,0.33193189,,4.00000000,20.0000000,0.99000013,0.20000000,,
51,"Carnivorous zooplankton",3.23045397,1.00000000,3.14058399,3.14058399,,4.00000000,12.50000000,0.98999989,0.31999999,,
52,"Herbivorous & Omnivorous zooplankton (copepods)",2.05693102,1.00000000,16.0000000,16.0000000,,9.19999981,30.0000000,0.46411490,0.30666670,,
53,"Gelatinous zooplankton",3.57612109,1.00000000,0.066000000,0.066000000,,2.85800004,6.35111094,0.77226341,0.44999999,,
54,"Large crabs",3.76280308,1.00000000,1.35399997,1.35399997,,0.55407810,2.77039099,0.84290618,0.20000000,,
55,Nephrops,3.50789309,1.00000000,1.10000002,1.10000002,,0.37000000,1.85000002,0.93538189,0.20000000,,
56,"Epifaunal macrobenthos (mobile grazers)",3.31315804,1.00000000,78.0000000,78.0000000,,0.38839379,1.94196904,0.42828831,0.20000000,,
57,"Infaunal macrobenthos",2.87815690,1.00000000,136.000000,136.000000,,1.00000000,3.33333302,0.27659571,0.30000001,,
58,Shrimp,3.05412793,1.00000000,0.50000000,0.50000000,,3.00000000,10.00000000,0.43137321,0.30000001,,
59,"Small mobile epifauna (swarming crustaceans)",2.91419196,1.00000000,30.0000000,30.0000000,,1.89999998,5.42857122,0.91999382,0.34999999,,
60,"Small infauna (polychaetes)",2.95414305,1.00000000,150.000000,150.000000,,0.89999998,3.00000000,0.90762120,0.30000001,,
61,"Sessile epifauna",2.79702997,1.00000000,105.000000,105.000000,,0.25999999,1.29999995,0.04173046,0.20000000,,
62,Meiofauna,3.02970290,1.00000000,4.11549807,4.11549807,,35.0000000,125.000000,0.99000013,0.28000000,,
63,"Benthic microflora (incl. Bacteria, protozoa))",2.23762393,1.00000000,0.10500000,0.10500000,,9470.00000,18940.00000000,0.98848712,0.50000000,,
64,"Planktonic microflora (incl. Bacteria, protozoa)",2.13861394,1.00000000,1.46000004,1.46000004,,571.000000,1142.00000000,0.71968663,0.50000000,,
65,Phytoplankton,1.00000000,1.00000000,7.50000000,7.50000000,,286.666687,,0.21205281,,,
66,"Detritus - DOM -water column",1.00000000,1.00000000,25.0000000,25.0000000,,,,0.91554838,,605.92260742,24.23690033
67,"Detritus - POM - sediment",1.00000000,1.00000000,25.0000000,25.0000000,,,,0.92220730,,676.58068848,27.06323051
68,Discards,1.00000000,1.00000000,50.0000000,50.0000000,,,,0.00760534,,,
