,"Group name","Trophic level","Hab area (proportion)","Biomass in habitat area (t/km^2)","Biomass (t/km^2)","Total mortality (/year)","Production / biomass (/year)","Consumption / biomass (/year)","Ecotrophic Efficiency","Production / consumption (/year)","Biomass accumulation (t/km^2)","BA rate (/year)"
33,"Adult butterflyfish",2.97786903,1.00000000,0.24300000,0.24299981,1.00363600,,6.72000217,0.91271329,0.14935060,,
34,"Juvenile butterflyfish",2.72941303,1.00000000,0.093300797,0.093300797,2.00000000,,11.1633196,0.43740180,0.17915820,,
35,"Cleaner wrasse",3.24575496,1.00000000,0.0089999996,0.0089999996,,3.77900004,13.0970001,0.97139698,0.28853941,,
,"Large pelagic",,,,,,,,,,,
36,"Adult large pelagic",3.85809994,1.00000000,0.074135996,0.074136049,1.00000000,,2.66666794,0.97239202,0.37499979,-0.0014827200,-0.01999999
37,"Juvenile large pelagic",3.58028698,1.00000000,0.063648663,0.063648663,1.20000005,,4.51846695,0.65893757,0.26557681,-0.0012729730,-0.02000000
,"Medium pelagic",,,,,,,,,,,
38,"Adult medium pelagic",3.62605500,1.00000000,0.029797001,0.029797001,1.00000000,,5.00000191,0.89417583,0.19999990,-0.0002979700,-0.01000000
39,"Juvenile medium pelagic",3.44261599,1.00000000,0.049066041,0.049066041,1.50000000,,7.88436222,0.93047011,0.19024999,-0.0004906604,-0.01000000
,"Small pelagic",,,,,,,,,,,
40,"Adult small pelagic",3.24093509,1.00000000,0.071000002,0.070999987,2.00000000,,13.2656097,0.97480488,0.15076570,,
41,"Juvenile small pelagic",2.68067288,1.00000000,0.10836020,0.10836020,3.97974491,,25.2841606,0.96709412,0.15740070,,
,"Large reef associated",,,,,,,,,,,
42,"Adult large reef associated",2.92764401,1.00000000,5.00000000,4.99990082,0.25000000,,3.99961400,0.76591420,0.06250603,,
43,"Juvenile large reef associated",2.90985107,1.00000000,5.17430592,5.17430592,0.60000002,,5.81607294,0.59152901,0.10316240,0.46528381,0.08992197
,"Medium reef associated",,,,,,,,,,,
44,"Adult medium reef associated",2.93729901,1.00000000,2.85299993,2.85300112,0.80000001,,4.99999905,0.93941039,0.16000000,,
45,"Juvenile medium reef associated",2.36663008,1.00000000,2.96280289,2.96280289,1.39999998,,8.15126038,0.57864392,0.17175260,,
,"Small reef associated",,,,,,,,,,,
46,"Adult small reef associated",2.68529797,1.00000000,0.25901219,0.25901201,3.00000000,,15.0000000,0.88090718,0.19999990,,
47,"Juvenile small reef asociated",2.56189489,1.00000000,0.13495970,0.13495970,4.00000000,,30.3450909,0.99446768,0.13181700,,
,"Large demersal",,,,,,,,,,,
48,"Adult large demersal",2.98527694,1.00000000,0.12700000,0.12700020,0.60000002,,3.09999895,0.98385131,0.19354840,,
49,"Juvenile large demersal",3.45590591,1.00000000,0.13548510,0.13548510,0.92000002,,5.14036322,0.93432218,0.17897570,,
,"Small demersal",,,,,,,,,,,
50,"Adult small demersal",3.14590406,1.00000000,0.19200000,0.19200000,2.00000000,,8.60000134,0.90859532,0.23255810,,
51,"Juvenile small demersal",2.84015989,1.00000000,0.13529170,0.13529170,2.56800008,,15.7181997,0.73030299,0.16337749,,
,"Large planktivore",,,,,,,,,,,
52,"Adult large planktivore",3.25721002,1.00000000,1.00000000,1.00000095,1.50000000,,4.50000191,0.97478962,0.33333319,,
53,"Juvenile large planktivore",3.41791797,1.00000000,0.88741571,0.88741571,2.00000000,,7.51137018,0.65734732,0.26626301,,
,"Small planktivore",,,,,,,,,,,
54,"Adult small planktivore",3.22537589,1.00000000,0.41380721,0.41380700,2.00000000,,6.00000095,0.67113441,0.33333331,,
55,"Juvenile small planktivore",2.51547289,1.00000000,0.61446828,0.61446828,2.00000000,,7.37258196,0.97743553,0.27127540,,
,Anchovy,,,,,,,,,,,
56,"Adult anchovy",3.33214808,1.00000000,1.50000000,1.50000000,2.70000005,,14.6252203,0.51405263,0.18461260,-0.23792189,-0.15861461
57,"Juvenile anchovy",2.12622309,1.00000000,1.85487604,1.85487604,3.20000005,,27.3291702,0.31438249,0.11709100,,
,"Deepwater fish",,,,,,,,,,,
58,"Adult deepwater fish",3.72230101,1.00000000,0.50000000,0.50000000,2.00000000,,3.66669989,0.70974952,0.54544961,,
59,"Juvenile deepwater fish",3.23560309,1.00000000,2.86676407,2.86676407,2.00000000,,5.88641977,0.27169791,0.33976510,,
,"Macro algal browsing",,,,,,,,,,,
60,"Adult macro algal browsing",2.44635701,1.00000000,0.25000000,0.25000000,1.33916998,,13.7600002,0.30284050,0.09732343,-0.066643700,-0.26657480
61,"Juvenile macro algal browsing",2.15936303,1.00000000,0.49961480,0.49961480,1.39999998,,18.8880291,0.54772252,0.07412102,0.018383861,0.03679607
,"Eroding grazers",,,,,,,,,,,
62,"Adult eroding grazers",2.47239494,1.00000000,0.52600002,0.52600020,0.43532479,,1.45109904,0.65432167,0.29999661,,
63,"Juvenile eroding grazers",2.61763597,1.00000000,0.25602990,0.25602990,1.00000000,,2.19989300,0.56796151,0.45456761,,
,"Scraping grazers",,,,,,,,,,,
64,"Adult scraping grazers",2.15126801,1.00000000,0.34783661,0.34783641,2.33899999,,12.7400103,0.63619858,0.18359490,,
65,"Juvenile scraping grazers",2.32852793,1.00000000,1.65649700,1.65649700,3.00000000,,22.7287292,0.40141270,0.13199151,,
66,"Detritivore fish",2.22542596,1.00000000,0.015543910,0.015543910,,2.33899999,8.33329964,0.78079700,0.28068110,,
67,"Azooxanthellate corals",2.50201511,1.00000000,0.60000002,0.60000002,,1.44000006,3.59999990,0.80569237,0.40000001,,
68,"Hermatypic scleractinian corals",1.30040300,1.00000000,0.87512898,0.87512898,,2.16000009,3.59999990,0.97278541,0.60000002,,
69,"Non reef building scleractinian corals",1.30040300,1.00000000,0.60000002,0.60000002,,1.39999998,2.32999992,0.78050798,0.60085839,,
70,"Soft corals",1.75100696,1.00000000,0.60000002,0.60000002,,0.91735381,1.91250002,0.62568462,0.47966209,,
71,"Calcareous algae",1.00000000,1.00000000,0.10000000,0.10000000,,0.47479999,,0.95071429,,,
72,Anemonies,3.04358006,1.00000000,0.50000000,0.50000000,,0.050000001,0.068850003,0.73331010,0.72621638,,
73,"Penaeid shrimps",2.33789706,1.00000000,2.00000000,2.00000000,,3.82369208,37.9000015,0.71574229,0.10088900,,
74,"Shrimps and prawns",2.01580691,1.00000000,2.00000000,2.00000000,,2.22809505,20.0000000,0.49050009,0.11140480,,
75,Squid,3.31175399,1.00000000,0.23729999,0.23729999,,4.34800005,14.7923002,0.82255888,0.29393670,,
76,Octopus,2.95547605,1.00000000,1.00000000,1.00000000,,2.32669997,13.2399998,0.53046590,0.17573260,,
77,"Sea cucumbers",2.00000000,1.00000000,0.97117400,0.97117400,,0.74006999,8.24759388,0.73683608,0.08973163,,
78,Lobsters,3.15408802,1.00000000,0.50000000,0.50000000,,1.00000000,15.2066698,0.83698612,0.06576062,,
79,"Large crabs",2.82944393,1.00000000,0.28600001,0.28600001,,0.95289499,14.5576601,0.67256027,0.06545661,,
80,"Small crabs",2.51118994,1.00000000,0.28600001,0.28600001,,2.60999990,20.2084198,0.73697501,0.12915410,,
81,"Crown of thorns",2.42797804,1.00000000,0.21878199,0.21878199,,0.92000002,9.42345047,0.67040950,0.09762879,,
82,"Giant triton",3.26728296,1.00000000,0.050000001,0.050000001,,1.22399998,4.07999992,0.79803938,0.30000001,,
83,"Herbivorous echinoids",2.00040197,1.00000000,0.72198099,0.72198099,,0.54100001,9.42345047,0.72552383,0.05740997,,
84,Bivalves,2.20000005,1.00000000,9.18885136,9.18885136,,2.51399994,5.61749411,0.62656921,0.44753051,,
85,"Sessile filter feeders",2.32244110,1.00000000,4.57978821,4.57978821,,1.48000002,5.26770020,0.82545859,0.28095749,,
86,"Epifaunal detritivorous invertebrates",2.00095510,1.00000000,1.39999998,1.39999998,,3.00000000,18.5000000,0.40374261,0.16216220,,
87,"Epifaunal carnivorous invertebrates",2.73845196,1.00000000,5.59999990,5.59999990,,4.00000000,11.0000000,0.78518349,0.36363640,,
88,"Infaunal invertebrates",2.00475001,1.00000000,27.4224091,27.4224091,,4.01383209,19.2670708,0.91710442,0.20832600,,
89,"Jellyfish and hydroids",2.70598102,1.00000000,0.30000001,0.30000001,,10.2298403,26.4620991,0.45411220,0.38658461,,
90,"Carnivorous zooplankton",3.17647004,1.00000000,1.50000000,1.50000000,,90.0000000,360.00000000,0.88907892,0.25000000,,
91,"Large herbivorous zooplankton",2.00000000,1.00000000,1.00000000,1.00000000,,60.0000000,256.773285,0.58088797,0.23366921,,
92,"Small herbivorous zooplankton",2.00000000,1.00000000,4.50000000,4.50000000,,120.000000,265.809998,0.91216028,0.45145029,,
93,Phytoplankton,1.00000000,1.00000000,26.1000004,26.1000004,,109.118797,,0.54772431,,,
94,"Macro algae",1.00000000,1.00000000,39.3891182,39.3891182,,10.2250004,,0.47333199,,,
95,"Sea grass",1.00000000,1.00000000,20.1567307,20.1567307,,13.7576904,,0.69902372,,,
96,Mangroves,1.00000000,1.00000000,19.1359997,19.1359997,,0.066183001,,0.05075237,,,
97,"Fishery discards",1.00000000,1.00000000,20.0000000,20.0000000,,,,0.00044493,,,
98,Detritus,1.00000000,1.00000000,100.0000000,100.0000000,,,,0.17646590,,,
