"","Prey","Predator","Old_VV","New_VV","Rel_Change","Log_Ratio"
"84","pacific_ocean_perch_adult","northern_elephant_seal",2,2,0,0
"85","pacific_ocean_perch_juvenile","northern_elephant_seal",2,2,0,0
"86","slope_rockfish","northern_elephant_seal",2,2,0,0
"87","demersal_shelf_rockfish","northern_elephant_seal",2,2,0,0
"88","pelagic_shelf_rockfish","northern_elephant_seal",2,2,0,0
"89","thornyheads","northern_elephant_seal",2,2,0,0
"90","sablefish_adult","northern_elephant_seal",4.43238057246908,4.46893757434988,0.0082477127771643,0.00356724547818526
"91","sablefish_juvenile","northern_elephant_seal",2,2,0,0
"92","pacific_cod_adult","northern_elephant_seal",1.80463912050554,1.79259262624943,-0.00667529264950151,-0.00290876201892274
"93","pacific_cod_juvenile","northern_elephant_seal",1.87389832184934,1.86528633414928,-0.0045957603994029,-0.00200051385196783
"94","walleye_pollock_adult","northern_elephant_seal",1.4649846129216,1.48017611105139,0.01036973221138,0.00448032752107638
"95","walleye_pollock_juvenile","northern_elephant_seal",1.47195833361704,1.47172602682911,-0.0001578215786604,-6.85464499342305e-05
"96","salmon_returning","northern_fur_seal_adult",3.2228956415194,3.24719530486191,0.00753969909216434,0.00326216722703502
"97","pacific_hake","northern_fur_seal_adult",2,2,0,0
"98","pacific_herring_adult","northern_fur_seal_adult",1.39831987841021,1.4008126135393,0.00178266444436503,0.000773512079694457
"99","pacific_herring_juvenile","northern_fur_seal_adult",1.66064644280173,1.66245629488044,0.0010898479243131,0.000473057206233786
"100","pacific_sandlance","northern_fur_seal_adult",1.60473625243531,1.59668560529429,-0.005016803931988,-0.0021842538437839
"101","pacific_capelin","northern_fur_seal_adult",3.92962779355821,3.7544592849742,-0.0445763613722313,-0.0198040178165347
"102","shelf_forage_fish","northern_fur_seal_adult",1.62606259807669,1.63983691721433,0.00847096486563648,0.00366339885006381
"103","slope_forage_fish","northern_fur_seal_adult",2,2,0,0
"104","pacific_halibut_juvenile","northern_fur_seal_adult",2,2,0,0
"105","rex_sole_juvenile","northern_fur_seal_adult",2,2,0,0
"106","flathead_sole_juvenile","northern_fur_seal_adult",2,2,0,0
"107","shallow_water_flatfish","northern_fur_seal_adult",1.61107880233262,1.61084561509199,-0.000144739810547412,-6.28642506220821e-05
"108","pacific_ocean_perch_juvenile","northern_fur_seal_adult",2,2,0,0
"109","slope_rockfish","northern_fur_seal_adult",2,2,0,0
"110","demersal_shelf_rockfish","northern_fur_seal_adult",2,2,0,0
"111","pelagic_shelf_rockfish","northern_fur_seal_adult",2,2,0,0
"112","sablefish_juvenile","northern_fur_seal_adult",2,2,0,0
"113","pacific_cod_juvenile","northern_fur_seal_adult",1.87389832184934,1.86528633414928,-0.0045957603994029,-0.00200051385196783
"114","walleye_pollock_juvenile","northern_fur_seal_adult",1.47195833361704,1.47172602682911,-0.0001578215786604,-6.85464499342305e-05
"115","large_sculpins","northern_fur_seal_adult",2,2,0,0
"116","shelf_demersal_fish","northern_fur_seal_adult",1.88922020061599,1.86958667249638,-0.0103923979392173,-0.00453697716191073
"117","slope_demersal_fish","northern_fur_seal_adult",2,2,0,0
"118","squid","northern_fur_seal_adult",2.16370260406474,2.17109948574463,0.00341862216461419,0.00148215671593613
"119","salmon_returning","northern_fur_seal_juvenile",3.2228956415194,3.24719530486191,0.00753969909216434,0.00326216722703502
"120","pacific_hake","northern_fur_seal_juvenile",2,2,0,0
"121","pacific_herring_adult","northern_fur_seal_juvenile",1.39831987841021,1.4008126135393,0.00178266444436503,0.000773512079694457
"122","pacific_herring_juvenile","northern_fur_seal_juvenile",1.66064644280173,1.66245629488044,0.0010898479243131,0.000473057206233786
"123","pacific_sandlance","northern_fur_seal_juvenile",1.60473625243531,1.59668560529429,-0.005016803931988,-0.0021842538437839
"124","pacific_capelin","northern_fur_seal_juvenile",3.92962779355821,3.7544592849742,-0.0445763613722313,-0.0198040178165347
"125","shelf_forage_fish","northern_fur_seal_juvenile",1.62606259807669,1.63983691721433,0.00847096486563648,0.00366339885006381
"126","slope_forage_fish","northern_fur_seal_juvenile",2,2,0,0
"127","pacific_halibut_juvenile","northern_fur_seal_juvenile",2,2,0,0
"128","rex_sole_adult","northern_fur_seal_juvenile",2,2,0,0
"129","flathead_sole_adult","northern_fur_seal_juvenile",2,2,0,0
"130","shallow_water_flatfish","northern_fur_seal_juvenile",1.61107880233262,1.61084561509199,-0.000144739810547412,-6.28642506220821e-05
"131","pacific_ocean_perch_adult","northern_fur_seal_juvenile",2,2,0,0
"132","slope_rockfish","northern_fur_seal_juvenile",2,2,0,0
"133","demersal_shelf_rockfish","northern_fur_seal_juvenile",2,2,0,0
"134","pelagic_shelf_rockfish","northern_fur_seal_juvenile",2,2,0,0
"135","sablefish_adult","northern_fur_seal_juvenile",4.43238057246908,4.46893757434988,0.0082477127771643,0.00356724547818526
"136","pacific_cod_adult","northern_fur_seal_juvenile",1.80463912050554,1.79259262624943,-0.00667529264950151,-0.00290876201892274
"137","walleye_pollock_adult","northern_fur_seal_juvenile",1.4649846129216,1.48017611105139,0.01036973221138,0.00448032752107638
"138","large_sculpins","northern_fur_seal_juvenile",2,2,0,0
"139","shelf_demersal_fish","northern_fur_seal_juvenile",1.88922020061599,1.86958667249638,-0.0103923979392173,-0.00453697716191073
"140","slope_demersal_fish","northern_fur_seal_juvenile",2,2,0,0
"141","squid","northern_fur_seal_juvenile",2.16370260406474,2.17109948574463,0.00341862216461419,0.00148215671593613
"142","salmon_returning","steller_sea_lion",3.2228956415194,3.24719530486191,0.00753969909216434,0.00326216722703502
"143","salmon_outgoing","steller_sea_lion",2,2,0,0
"144","pacific_hake","steller_sea_lion",2,2,0,0
"145","pacific_herring_adult","steller_sea_lion",1.39831987841021,1.4008126135393,0.00178266444436503,0.000773512079694457
"146","pacific_herring_juvenile","steller_sea_lion",1.66064644280173,1.66245629488044,0.0010898479243131,0.000473057206233786
"147","pacific_sandlance","steller_sea_lion",1.60473625243531,1.59668560529429,-0.005016803931988,-0.0021842538437839
"148","pacific_capelin","steller_sea_lion",3.92962779355821,3.7544592849742,-0.0445763613722313,-0.0198040178165347
"149","shelf_forage_fish","steller_sea_lion",1.62606259807669,1.63983691721433,0.00847096486563648,0.00366339885006381
"150","slope_forage_fish","steller_sea_lion",2,2,0,0
"151","big_skate","steller_sea_lion",2,2,0,0
"152","longnose_skate","steller_sea_lion",2,2,0,0
"153","other_skates","steller_sea_lion",1.64960990991215,1.68431716060666,0.0210396715526284,0.00904261652538198
"154","pacific_halibut_adult","steller_sea_lion",2.71963296114975,2.69913360977419,-0.00753754336279777,-0.00328591296150802
"155","pacific_halibut_juvenile","steller_sea_lion",2,2,0,0
"156","arrowtooth_flounder_adult","steller_sea_lion",3.35100143896289,3.25407942072792,-0.0289232994972876,-0.0127464659833099
"157","arrowtooth_flounder_juvenile","steller_sea_lion",9.63779636019163,9.34135151515413,-0.0307585711461954,-0.0135680308345054
"158","shallow_water_flatfish","steller_sea_lion",1.61107880233262,1.61084561509199,-0.000144739810547412,-6.28642506220821e-05
"159","pacific_ocean_perch_adult","steller_sea_lion",2,2,0,0
"160","pacific_ocean_perch_juvenile","steller_sea_lion",2,2,0,0
"161","slope_rockfish","steller_sea_lion",2,2,0,0
"162","demersal_shelf_rockfish","steller_sea_lion",2,2,0,0
"163","pelagic_shelf_rockfish","steller_sea_lion",2,2,0,0
"164","thornyheads","steller_sea_lion",2,2,0,0
"165","pacific_cod_adult","steller_sea_lion",1.80463912050554,1.79259262624943,-0.00667529264950151,-0.00290876201892274
"166","pacific_cod_juvenile","steller_sea_lion",1.87389832184934,1.86528633414928,-0.0045957603994029,-0.00200051385196783
"167","walleye_pollock_adult","steller_sea_lion",1.4649846129216,1.48017611105139,0.01036973221138,0.00448032752107638
"168","walleye_pollock_juvenile","steller_sea_lion",1.47195833361704,1.47172602682911,-0.0001578215786604,-6.85464499342305e-05
"169","large_sculpins","steller_sea_lion",2,2,0,0
"170","atka_mackerel","steller_sea_lion",2,2,0,0
"171","slope_demersal_fish","steller_sea_lion",2,2,0,0
"172","squid","steller_sea_lion",2.16370260406474,2.17109948574463,0.00341862216461419,0.00148215671593613
"173","octopus","steller_sea_lion",1.97034225267124,1.99724659365936,0.0136546536276374,0.00589001853777827
"174","salmon_returning","harbor_seal",3.2228956415194,3.24719530486191,0.00753969909216434,0.00326216722703502
"175","pacific_herring_adult","harbor_seal",1.39831987841021,1.4008126135393,0.00178266444436503,0.000773512079694457
"176","pacific_herring_juvenile","harbor_seal",1.66064644280173,1.66245629488044,0.0010898479243131,0.000473057206233786
"177","pacific_sandlance","harbor_seal",1.60473625243531,1.59668560529429,-0.005016803931988,-0.0021842538437839
"178","pacific_capelin","harbor_seal",3.92962779355821,3.7544592849742,-0.0445763613722313,-0.0198040178165347
"179","shelf_forage_fish","harbor_seal",1.62606259807669,1.63983691721433,0.00847096486563648,0.00366339885006381
"180","pacific_halibut_adult","harbor_seal",2.71963296114975,2.69913360977419,-0.00753754336279777,-0.00328591296150802
"181","pacific_halibut_juvenile","harbor_seal",2,2,0,0
"182","arrowtooth_flounder_adult","harbor_seal",3.35100143896289,3.25407942072792,-0.0289232994972876,-0.0127464659833099
"183","arrowtooth_flounder_juvenile","harbor_seal",9.63779636019163,9.34135151515413,-0.0307585711461954,-0.0135680308345054
"184","rex_sole_adult","harbor_seal",2,2,0,0
"185","rex_sole_juvenile","harbor_seal",2,2,0,0
"186","flathead_sole_adult","harbor_seal",2,2,0,0
"187","flathead_sole_juvenile","harbor_seal",2,2,0,0
"188","shallow_water_flatfish","harbor_seal",1.61107880233262,1.61084561509199,-0.000144739810547412,-6.28642506220821e-05
"189","pacific_ocean_perch_adult","harbor_seal",2,2,0,0
"190","pacific_ocean_perch_juvenile","harbor_seal",2,2,0,0
"191","slope_rockfish","harbor_seal",2,2,0,0
"192","demersal_shelf_rockfish","harbor_seal",2,2,0,0
"193","pelagic_shelf_rockfish","harbor_seal",2,2,0,0
"194","thornyheads","harbor_seal",2,2,0,0
"195","pacific_cod_adult","harbor_seal",1.80463912050554,1.79259262624943,-0.00667529264950151,-0.00290876201892274
"196","pacific_cod_juvenile","harbor_seal",1.87389832184934,1.86528633414928,-0.0045957603994029,-0.00200051385196783
"197","walleye_pollock_adult","harbor_seal",1.4649846129216,1.48017611105139,0.01036973221138,0.00448032752107638
"198","walleye_pollock_juvenile","harbor_seal",1.47195833361704,1.47172602682911,-0.0001578215786604,-6.85464499342305e-05
"199","large_sculpins","harbor_seal",2,2,0,0
"200","shelf_demersal_fish","harbor_seal",1.88922020061599,1.86958667249638,-0.0103923979392173,-0.00453697716191073
"201","slope_demersal_fish","harbor_seal",2,2,0,0
"202","squid","harbor_seal",2.16370260406474,2.17109948574463,0.00341862216461419,0.00148215671593613
"203","octopus","harbor_seal",1.97034225267124,1.99724659365936,0.0136546536276374,0.00589001853777827
"204","tanner_crab","harbor_seal",1.4762841948005,1.47666851456249,0.00026032911775653,0.00011304478553411
"205","king_crab","harbor_seal",2,2,0,0
"206","pandalid_shrimp","harbor_seal",1.52319768485256,1.54156638870411,0.0120593039460466,0.00520596173491725
"207","mysids","harbor_seal",1.7621123719706,1.74004708525129,-0.0125220656016556,-0.00547260008236879
"208","pacific_herring_adult","sea_otter",1.39831987841021,1.4008126135393,0.00178266444436503,0.000773512079694457
"209","pacific_herring_juvenile","sea_otter",1.66064644280173,1.66245629488044,0.0010898479243131,0.000473057206233786
"210","pacific_sandlance","sea_otter",1.60473625243531,1.59668560529429,-0.005016803931988,-0.0021842538437839
"211","pacific_capelin","sea_otter",3.92962779355821,3.7544592849742,-0.0445763613722313,-0.0198040178165347
"212","shelf_forage_fish","sea_otter",1.62606259807669,1.63983691721433,0.00847096486563648,0.00366339885006381
"213","pacific_halibut_adult","sea_otter",2.71963296114975,2.69913360977419,-0.00753754336279777,-0.00328591296150802
"214","pacific_halibut_juvenile","sea_otter",2,2,0,0
"215","pacific_ocean_perch_adult","sea_otter",2,2,0,0
"216","pacific_ocean_perch_juvenile","sea_otter",2,2,0,0
"217","slope_rockfish","sea_otter",2,2,0,0
"218","demersal_shelf_rockfish","sea_otter",2,2,0,0
"219","pelagic_shelf_rockfish","sea_otter",2,2,0,0
"220","thornyheads","sea_otter",2,2,0,0
"221","pacific_cod_adult","sea_otter",1.80463912050554,1.79259262624943,-0.00667529264950151,-0.00290876201892274
"222","pacific_cod_juvenile","sea_otter",1.87389832184934,1.86528633414928,-0.0045957603994029,-0.00200051385196783
"223","walleye_pollock_adult","sea_otter",1.4649846129216,1.48017611105139,0.01036973221138,0.00448032752107638
"224","walleye_pollock_juvenile","sea_otter",1.47195833361704,1.47172602682911,-0.0001578215786604,-6.85464499342305e-05
"225","squid","sea_otter",2.16370260406474,2.17109948574463,0.00341862216461419,0.00148215671593613
"226","motile_epifauna","sea_otter",1.45148080839979,2,0.37790316511655,0.139218697736159
"227","sessile_epifauna","sea_otter",2,2,0,0
"228","piscivorous_surface_birds","piscivorous_surface_birds",2,2,0,0
"229","planktivorous_surface_birds","piscivorous_surface_birds",2,2,0,0
"230","piscivorous_diving_birds","piscivorous_surface_birds",2,2,0,0
"231","planktivorous_diving_birds","piscivorous_surface_birds",2,2,0,0
"232","salmon_outgoing","piscivorous_surface_birds",2,2,0,0
"233","pacific_herring_adult","piscivorous_surface_birds",1.39831987841021,1.4008126135393,0.00178266444436503,0.000773512079694457
"234","pacific_herring_juvenile","piscivorous_surface_birds",1.66064644280173,1.66245629488044,0.0010898479243131,0.000473057206233786
"235","pacific_sandlance","piscivorous_surface_birds",1.60473625243531,1.59668560529429,-0.005016803931988,-0.0021842538437839
"236","pacific_capelin","piscivorous_surface_birds",3.92962779355821,3.7544592849742,-0.0445763613722313,-0.0198040178165347
"237","shelf_forage_fish","piscivorous_surface_birds",1.62606259807669,1.63983691721433,0.00847096486563648,0.00366339885006381
"238","slope_forage_fish","piscivorous_surface_birds",2,2,0,0
"239","pacific_halibut_juvenile","piscivorous_surface_birds",2,2,0,0
"240","arrowtooth_flounder_juvenile","piscivorous_surface_birds",9.63779636019163,9.34135151515413,-0.0307585711461954,-0.0135680308345054
"241","rex_sole_juvenile","piscivorous_surface_birds",2,2,0,0
"242","flathead_sole_juvenile","piscivorous_surface_birds",2,2,0,0
"243","shallow_water_flatfish","piscivorous_surface_birds",1.61107880233262,1.61084561509199,-0.000144739810547412,-6.28642506220821e-05
"244","pacific_ocean_perch_juvenile","piscivorous_surface_birds",2,2,0,0
"245","slope_rockfish","piscivorous_surface_birds",2,2,0,0
"246","demersal_shelf_rockfish","piscivorous_surface_birds",2,2,0,0
"247","pelagic_shelf_rockfish","piscivorous_surface_birds",2,2,0,0
"248","thornyheads","piscivorous_surface_birds",2,2,0,0
"249","sablefish_juvenile","piscivorous_surface_birds",2,2,0,0
"250","pacific_cod_juvenile","piscivorous_surface_birds",1.87389832184934,1.86528633414928,-0.0045957603994029,-0.00200051385196783
"251","walleye_pollock_juvenile","piscivorous_surface_birds",1.47195833361704,1.47172602682911,-0.0001578215786604,-6.85464499342305e-05
"252","large_sculpins","piscivorous_surface_birds",2,2,0,0
"253","lingcod","piscivorous_surface_birds",2,2,0,0
"254","atka_mackerel","piscivorous_surface_birds",2,2,0,0
"255","shelf_demersal_fish","piscivorous_surface_birds",1.88922020061599,1.86958667249638,-0.0103923979392173,-0.00453697716191073
"256","squid","piscivorous_surface_birds",2.16370260406474,2.17109948574463,0.00341862216461419,0.00148215671593613
"257","octopus","piscivorous_surface_birds",1.97034225267124,1.99724659365936,0.0136546536276374,0.00589001853777827
"258","pandalid_shrimp","piscivorous_surface_birds",1.52319768485256,1.54156638870411,0.0120593039460466,0.00520596173491725
"259","nonpandalid_shrimp","piscivorous_surface_birds",2.75379311132565,2.65336503826553,-0.0364689971251235,-0.0161343067886396
"260","motile_epifauna","piscivorous_surface_birds",1.45148080839979,2,0.37790316511655,0.139218697736159
"261","benthic_zooplankton","piscivorous_surface_birds",1.71952879460816,1.71028579389991,-0.00537531022291271,-0.00234076438706127
"262","sessile_epifauna","piscivorous_surface_birds",2,2,0,0
"263","gelatinous_carnivores","piscivorous_surface_birds",2,2,0,0
"264","other_gelatinous_zooplankton","piscivorous_surface_birds",2,2,0,0
"265","mysids","piscivorous_surface_birds",1.7621123719706,1.74004708525129,-0.0125220656016556,-0.00547260008236879
"266","pelagic_amphipods","piscivorous_surface_birds",2,2,0,0
"267","euphausiids","piscivorous_surface_birds",2.31956638311456,2.3146577048298,-0.00211620513234678,-0.000920030041414509
"268","large_copepods","piscivorous_surface_birds",2,2,0,0
"269","small_copepods","piscivorous_surface_birds",2,2,0,0
"270","discards","piscivorous_surface_birds",2,2,0,0
"271","offal","piscivorous_surface_birds",1.50714505029554,1.50909941075193,0.00129673016941001,0.0005627979373713
"272","detritus","piscivorous_surface_birds",2,2,0,0
"273","salmon_outgoing","planktivorous_surface_birds",2,2,0,0
"274","pacific_herring_juvenile","planktivorous_surface_birds",1.66064644280173,1.66245629488044,0.0010898479243131,0.000473057206233786
"275","pacific_sandlance","planktivorous_surface_birds",1.60473625243531,1.59668560529429,-0.005016803931988,-0.0021842538437839
"276","pacific_capelin","planktivorous_surface_birds",3.92962779355821,3.7544592849742,-0.0445763613722313,-0.0198040178165347
"277","shelf_forage_fish","planktivorous_surface_birds",1.62606259807669,1.63983691721433,0.00847096486563648,0.00366339885006381
"278","pacific_halibut_juvenile","planktivorous_surface_birds",2,2,0,0
"279","arrowtooth_flounder_juvenile","planktivorous_surface_birds",9.63779636019163,9.34135151515413,-0.0307585711461954,-0.0135680308345054
"280","rex_sole_juvenile","planktivorous_surface_birds",2,2,0,0
"281","flathead_sole_juvenile","planktivorous_surface_birds",2,2,0,0
"282","shallow_water_flatfish","planktivorous_surface_birds",1.61107880233262,1.61084561509199,-0.000144739810547412,-6.28642506220821e-05
"283","pacific_ocean_perch_juvenile","planktivorous_surface_birds",2,2,0,0
"284","slope_rockfish","planktivorous_surface_birds",2,2,0,0
"285","demersal_shelf_rockfish","planktivorous_surface_birds",2,2,0,0
"286","pelagic_shelf_rockfish","planktivorous_surface_birds",2,2,0,0
"287","thornyheads","planktivorous_surface_birds",2,2,0,0
"288","sablefish_juvenile","planktivorous_surface_birds",2,2,0,0
"289","pacific_cod_juvenile","planktivorous_surface_birds",1.87389832184934,1.86528633414928,-0.0045957603994029,-0.00200051385196783
"290","walleye_pollock_juvenile","planktivorous_surface_birds",1.47195833361704,1.47172602682911,-0.0001578215786604,-6.85464499342305e-05
"291","large_sculpins","planktivorous_surface_birds",2,2,0,0
"292","lingcod","planktivorous_surface_birds",2,2,0,0
"293","atka_mackerel","planktivorous_surface_birds",2,2,0,0
"294","shelf_demersal_fish","planktivorous_surface_birds",1.88922020061599,1.86958667249638,-0.0103923979392173,-0.00453697716191073
"295","squid","planktivorous_surface_birds",2.16370260406474,2.17109948574463,0.00341862216461419,0.00148215671593613
"296","octopus","planktivorous_surface_birds",1.97034225267124,1.99724659365936,0.0136546536276374,0.00589001853777827
"297","pandalid_shrimp","planktivorous_surface_birds",1.52319768485256,1.54156638870411,0.0120593039460466,0.00520596173491725
"298","nonpandalid_shrimp","planktivorous_surface_birds",2.75379311132565,2.65336503826553,-0.0364689971251235,-0.0161343067886396
"299","motile_epifauna","planktivorous_surface_birds",1.45148080839979,2,0.37790316511655,0.139218697736159
"300","benthic_zooplankton","planktivorous_surface_birds",1.71952879460816,1.71028579389991,-0.00537531022291271,-0.00234076438706127
"301","sessile_epifauna","planktivorous_surface_birds",2,2,0,0
"302","mysids","planktivorous_surface_birds",1.7621123719706,1.74004708525129,-0.0125220656016556,-0.00547260008236879
"303","pelagic_amphipods","planktivorous_surface_birds",2,2,0,0
"304","euphausiids","planktivorous_surface_birds",2.31956638311456,2.3146577048298,-0.00211620513234678,-0.000920030041414509
"305","large_copepods","planktivorous_surface_birds",2,2,0,0
"306","small_copepods","planktivorous_surface_birds",2,2,0,0
"307","discards","planktivorous_surface_birds",2,2,0,0
"308","offal","planktivorous_surface_birds",1.50714505029554,1.50909941075193,0.00129673016941001,0.0005627979373713
"309","detritus","planktivorous_surface_birds",2,2,0,0
"310","salmon_outgoing","piscivorous_diving_birds",2,2,0,0
"311","pacific_herring_adult","piscivorous_diving_birds",1.39831987841021,1.4008126135393,0.00178266444436503,0.000773512079694457
"312","pacific_herring_juvenile","piscivorous_diving_birds",1.66064644280173,1.66245629488044,0.0010898479243131,0.000473057206233786
"313","pacific_sandlance","piscivorous_diving_birds",1.60473625243531,1.59668560529429,-0.005016803931988,-0.0021842538437839
"314","pacific_capelin","piscivorous_diving_birds",3.92962779355821,3.7544592849742,-0.0445763613722313,-0.0198040178165347
